instant_x,dteday,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,instant_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
1,2011-01-01,springer,0,1,not holiday,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,18,springer,0,1,17,not holiday,6,0,2,0.44,0.4394,0.82,0.2836,15,52,67
1,2011-01-01,springer,0,1,not holiday,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,19,springer,0,1,18,not holiday,6,0,3,0.42,0.4242,0.88,0.2537,9,26,35
1,2011-01-01,springer,0,1,not holiday,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,20,springer,0,1,19,not holiday,6,0,3,0.42,0.4242,0.88,0.2537,6,31,37
1,2011-01-01,springer,0,1,not holiday,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,21,springer,0,1,20,not holiday,6,0,2,0.4,0.4091,0.87,0.2537,11,25,36
1,2011-01-01,springer,0,1,not holiday,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,22,springer,0,1,21,not holiday,6,0,2,0.4,0.4091,0.87,0.194,3,31,34
1,2011-01-01,springer,0,1,not holiday,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,23,springer,0,1,22,not holiday,6,0,2,0.4,0.4091,0.94,0.2239,11,17,28
1,2011-01-01,springer,0,1,not holiday,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,24,springer,0,1,23,not holiday,6,0,2,0.46,0.4545,0.88,0.2985,15,24,39
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,25,springer,0,1,0,not holiday,0,0,2,0.46,0.4545,0.88,0.2985,4,13,17
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,26,springer,0,1,1,not holiday,0,0,2,0.44,0.4394,0.94,0.2537,1,16,17
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,27,springer,0,1,2,not holiday,0,0,2,0.42,0.4242,1.0,0.2836,1,8,9
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,28,springer,0,1,3,not holiday,0,0,2,0.46,0.4545,0.94,0.194,2,4,6
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,29,springer,0,1,4,not holiday,0,0,2,0.46,0.4545,0.94,0.194,2,1,3
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,30,springer,0,1,6,not holiday,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,31,springer,0,1,7,not holiday,0,0,2,0.4,0.4091,0.76,0.194,0,1,1
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,32,springer,0,1,8,not holiday,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,33,springer,0,1,9,not holiday,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,34,springer,0,1,10,not holiday,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,35,springer,0,1,11,not holiday,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,36,springer,0,1,12,not holiday,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,37,springer,0,1,13,not holiday,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,38,springer,0,1,14,not holiday,0,0,3,0.36,0.3485,0.76,0.194,4,55,59
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,39,springer,0,1,15,not holiday,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,40,springer,0,1,16,not holiday,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,41,springer,0,1,17,not holiday,0,0,1,0.34,0.3333,0.57,0.194,7,58,65
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,42,springer,0,1,18,not holiday,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,43,springer,0,1,19,not holiday,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,44,springer,0,1,20,not holiday,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,45,springer,0,1,21,not holiday,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,46,springer,0,1,22,not holiday,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
2,2011-01-02,springer,0,1,not holiday,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,47,springer,0,1,23,not holiday,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,48,springer,0,1,0,not holiday,1,1,1,0.22,0.197,0.44,0.3582,0,5,5
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,49,springer,0,1,1,not holiday,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,50,springer,0,1,4,not holiday,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,51,springer,0,1,5,not holiday,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,52,springer,0,1,6,not holiday,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,53,springer,0,1,7,not holiday,1,1,1,0.14,0.1364,0.5,0.194,1,63,64
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,54,springer,0,1,8,not holiday,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,55,springer,0,1,9,not holiday,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,56,springer,0,1,10,not holiday,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,57,springer,0,1,11,not holiday,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,58,springer,0,1,12,not holiday,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,59,springer,0,1,13,not holiday,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,60,springer,0,1,14,not holiday,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,61,springer,0,1,15,not holiday,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,62,springer,0,1,16,not holiday,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,63,springer,0,1,17,not holiday,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,64,springer,0,1,18,not holiday,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,65,springer,0,1,19,not holiday,1,1,1,0.2,0.2576,0.47,0.0,8,102,110
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,66,springer,0,1,20,not holiday,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,67,springer,0,1,21,not holiday,1,1,1,0.18,0.197,0.64,0.1343,3,49,52
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,68,springer,0,1,22,not holiday,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20
3,2011-01-03,springer,0,1,not holiday,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,69,springer,0,1,23,not holiday,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,70,springer,0,1,0,not holiday,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,71,springer,0,1,1,not holiday,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,72,springer,0,1,2,not holiday,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,73,springer,0,1,4,not holiday,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,74,springer,0,1,5,not holiday,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,75,springer,0,1,6,not holiday,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,76,springer,0,1,7,not holiday,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,77,springer,0,1,8,not holiday,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,78,springer,0,1,9,not holiday,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,79,springer,0,1,10,not holiday,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,80,springer,0,1,11,not holiday,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,81,springer,0,1,12,not holiday,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,82,springer,0,1,13,not holiday,2,1,1,0.24,0.2273,0.56,0.194,18,79,97
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,83,springer,0,1,14,not holiday,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,84,springer,0,1,15,not holiday,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,85,springer,0,1,16,not holiday,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,86,springer,0,1,17,not holiday,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,87,springer,0,1,18,not holiday,2,1,1,0.26,0.2576,0.48,0.194,3,179,182
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,88,springer,0,1,19,not holiday,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,89,springer,0,1,20,not holiday,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,90,springer,0,1,21,not holiday,2,1,1,0.22,0.2727,0.64,0.0,0,48,48
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,91,springer,0,1,22,not holiday,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35
4,2011-01-04,springer,0,1,not holiday,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,92,springer,0,1,23,not holiday,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,93,springer,0,1,0,not holiday,3,1,1,0.2,0.2576,0.64,0.0,0,6,6
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,94,springer,0,1,1,not holiday,3,1,1,0.16,0.197,0.74,0.0896,0,6,6
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,95,springer,0,1,2,not holiday,3,1,1,0.16,0.197,0.74,0.0896,0,2,2
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,96,springer,0,1,4,not holiday,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,97,springer,0,1,5,not holiday,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,98,springer,0,1,6,not holiday,3,1,1,0.2,0.197,0.47,0.2239,0,33,33
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,99,springer,0,1,7,not holiday,3,1,1,0.18,0.1818,0.43,0.194,1,87,88
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,100,springer,0,1,8,not holiday,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,101,springer,0,1,9,not holiday,3,1,1,0.22,0.197,0.37,0.3284,6,109,115
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,102,springer,0,1,10,not holiday,3,1,1,0.22,0.197,0.37,0.3284,4,53,57
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,103,springer,0,1,11,not holiday,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,104,springer,0,1,12,not holiday,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,105,springer,0,1,13,not holiday,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,106,springer,0,1,14,not holiday,3,1,1,0.3,0.2879,0.28,0.194,10,52,62
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,107,springer,0,1,15,not holiday,3,1,1,0.3,0.2879,0.28,0.194,7,55,62
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,108,springer,0,1,16,not holiday,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,109,springer,0,1,17,not holiday,3,1,1,0.24,0.2273,0.38,0.194,4,186,190
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,110,springer,0,1,18,not holiday,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,111,springer,0,1,19,not holiday,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,112,springer,0,1,20,not holiday,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,113,springer,0,1,21,not holiday,3,1,1,0.2,0.197,0.51,0.194,3,40,43
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,114,springer,0,1,22,not holiday,3,1,1,0.18,0.197,0.55,0.1343,1,41,42
5,2011-01-05,springer,0,1,not holiday,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,115,springer,0,1,23,not holiday,3,1,1,0.2,0.2576,0.47,0.0,1,18,19
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,116,springer,0,1,0,not holiday,4,1,1,0.18,0.2424,0.55,0.0,0,11,11
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,117,springer,0,1,1,not holiday,4,1,1,0.16,0.2273,0.64,0.0,0,4,4
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,118,springer,0,1,2,not holiday,4,1,1,0.16,0.2273,0.64,0.0,0,2,2
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,119,springer,0,1,4,not holiday,4,1,2,0.16,0.197,0.64,0.0896,0,1,1
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,120,springer,0,1,5,not holiday,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,121,springer,0,1,6,not holiday,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,122,springer,0,1,7,not holiday,4,1,2,0.16,0.2273,0.59,0.0,0,95,95
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,123,springer,0,1,8,not holiday,4,1,1,0.16,0.2273,0.59,0.0,3,216,219
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,124,springer,0,1,9,not holiday,4,1,2,0.18,0.2424,0.51,0.0,6,116,122
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,125,springer,0,1,10,not holiday,4,1,1,0.2,0.2576,0.47,0.0,3,42,45
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,126,springer,0,1,11,not holiday,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,127,springer,0,1,12,not holiday,4,1,1,0.26,0.2879,0.35,0.0,6,78,84
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,128,springer,0,1,13,not holiday,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,129,springer,0,1,14,not holiday,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,130,springer,0,1,15,not holiday,4,1,1,0.28,0.2727,0.36,0.0,8,54,62
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,131,springer,0,1,16,not holiday,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,132,springer,0,1,17,not holiday,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,133,springer,0,1,18,not holiday,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,134,springer,0,1,19,not holiday,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,135,springer,0,1,20,not holiday,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69
6,2011-01-06,springer,0,1,not holiday,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,136,springer,0,1,21,not holiday,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48
